Hospital,username,review,stars_given,Branch location,Time
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Geetha,We visited to Dr. Pritesh Nagar he is very polite and we had a very good experience also rajamma sister explained us the vaccination details very well and coordinator also help us.,5.0,Telangana 500029,3 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Aiman Bagwan,I am suffering from Amenorrhea.After consulting Dr swapna I feel I came to the right place that is Rainbow hospital himayat nagar.Dr swapna is very nice and gaven me good treatment.Thank you very much.,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Krishna Kanth,One of the calmest and best places. The doctors are very patient and explain everything in detail. Sowda and Ananya at the reception are so helpful that the process is smooth.,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Navitha E,Good doctors and nice hospital. Gynec department staff and consultants are very good and helpful,5.0,Telangana 500029,5 days ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",mohd ibrahim ibrahim,Dr Divya ma'am treated us good sisters including all staff floor coordinators are very helpful . Mirza baig helped us well .overall a nyc stat at rainbow himayat nagar,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sanghi,"The doctors and hospital staff were excellent. Our kids were taken care of very well through out OP, emergency ward and the hospital admission . Doctor Pritesh Nagar, Dr. Aniketh and emergency ward doctors were very good.",5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Lalitha Kumari Modugumudi,We had very nice experience with the Dr. Sneha Reddy madam and she has explained everything with very patienctly with great care..,5.0,Telangana 500029,3 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Gopi Charan,"It's a nice experience with all the staff in rainbow Children hospital Himayathnagar. Good Doctor's, excellent Nurse staff, Good environment.",5.0,Telangana 500029,3 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Ballem Srikanth raj,"Dr. Rajani, Dr. Divya and Soumi coordinator was very good , excellent experience with their service . Thank you so much for such a wonderful care.",5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Thirumal Reddy,Very Good Atmosphere &Dr Pritesh Nagar is Excellent in treating Kids .We have very Good experience with my Kid.She turned now 1Year.,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Shantilata Hansda,Rainbow services is very good. Today I visited in himayatnagar branch their all staffs are very cooperative and helpfull.,5.0,Telangana 500029,5 days ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",vijju nani,Dr sindhura garu is the best doctor in rainbow hospitals himaythnagar I was with my kid and iam really happy how she treated my son..,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",M Nagalaxmi,Dr. Divya Durga's treatment was excellent she was  so kind towards us and she guided us very well and the staff was so helpful all the time we needed them,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Anil Kumar,We have a best doctors like dr sindhura madam .I have been there with my girl baby and we are happy now,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Rajesh Raj,Dr sanjay treated ourchild well. Sisters and  good. Floor cordinateris very helpful. Good hospital dileep brother and rani sister are so helful...,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Aiman Aiman,Dr Sindhura is very good and polite. Over all staff is very co operative and well mannered.😇👍,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Shreyasi Chakraborty,Dr.pritesh Nagar sir good excellent doctor and nsg staff sister Rajamma and Sharon rose they are  very good communicating.,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",sruthi bhagavatula,I visited dr. Pritesh best doctor sister rajamma helpd alot coordinator Ramsha also guided Happy to visit over here,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sharath Chandra,I liked the hospital very much for the maintenance. And the doctors are too good and listen our problems carefully with so much patience.,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sravathi Gouru,Dr.sindhura mam is good doctor she understands the situation very well and treats the patients well.,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",BHANU CHINTALA,"Promptly responsive Staff and comfortable safe stay for delivery, Thank you Dr. Indira Madam and Rainbow Hospitals Himayathnagar.",5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Swetha Paida,Pritesh doctor helped our kid to get  well soon.we strongly recommend visiting this hospital even though this is newly opened in Himayatnagar.,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Darahas Livingston,Dr Sindhura was very good and nursing staff was very helpfull and also the floor coordinator was very good they all have taken very good care of child.,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",ramya sree,Had a very good experience with Dr.Swapna samudhrala. She is very friendly and made my delivery very easily. Good hospitalisation and good staff too.,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Nunsavath lalitha,Rainbow hospital is very good Dr pritesh nagar sir is exlent  sister Rajamma is very good communication very naice and  smail face,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Mohd majid hussain,Dr. Sindhu Munukuntla ma’am is excellent take care about children’s. Good human being. God bless you,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Maha Gundukadi,"They have excellent doctors, friendly and knowledgable staff, providing top notch care.Highly recommended👍",5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Qaali Siciid,Very nice experience. Dr Swapna was very good. Nursing staff very helpful and also Floor coordinator very nice. Thank you,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",srinivas E.,"Over All Excellent treatment,Doctors and all the staff good and experienced, they are very clear in explaining issue and plan for the treatment",5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Slathasumithgoud Slathasumithgoud,Excellent service and treating doctor is very good.  Staff are so good in behavior,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sneha Ragamoni,Overall good experience..very experienced doctors and polite staff. Excellent facilities and neat maintenance,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",munesh nahata,Very good in all facilities. Dr. Shanthi guied us in a very friendly way . Very good doctor. Mostly recommended,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Shashi Rekha,Dr rajani is a good dr. Also coordinator sumitra very helpful. Thank you,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",madhuri cheedella,Dr.sindhura mam is very good doctor.Really satisfied and happy with the visit.,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",kanumantha rajitha,Good treatment  by doctor  swapna samudrala .  All staffs behaviour Good. Overall good experience,4.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Kalyani Mylavaram,Rajani doctor treated us...she is really a very good doctor..and hospital is also very hygiene,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",sulochana Bantu,Dr.pritesh is very excellentGood coordinator name by Sharon rose very good excellent. Thank you,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",kolipaka harshitha,Doctor and staff are so supportive and very proper medication and details of pregnancy are explain so clear,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Saroja Nandipeta,One of the finest hospital and excellent service. Staff are so educated and humble,5.0,Telangana 500029,3 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Finney Joel,Hey Guys! I recommend to please go check out Rainbow hospital especially Dr. Sindhura Mam’s treatment and diagnosis are amazing I highly recommend,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",karthik thadam,Dr sindhura madam is best in rainbow himayathnagar really very very good doctor.,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",ramya sree,Nice service and good experience staff. Friendly doctors.I had a safe delivery with good experience.,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Nikhita Sankla,They take care as home.Excellent service given by d staff ....dr pritesh has treated my son he is excellent....,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Rakesh Venkat,"Courteous doctors ( Prashanthi Doctor - special mention),  Pleasant staff, Good Ambiance, Thanks for the Late Time Chai.",5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",mani kanta,GOOD EXPERIENCED PEDIATRIC DOCTORS .MAINTAIN VERY GOOD SERVICE IN PATIENT CARE .AND GOOD GAYINC TEAM AND DOCTORS,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",sajid Ms,I have visit for the first time for my nephew and my experience was excellent with staff and with the dr Pritesh,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Divya Donthi,Dr. Sanjay is very good doctor who have diagised my son in very early stage and the service of the hospital is good,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Jit Das,Rainbow hospital himatnagar is very good and doctors staff helpful ...,5.0,Telangana 500029,5 days ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",RENUKA MANIYAR,Doctor Sanjay sir was too good and service provided by hospital is also good,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Kirti,thankful to Dr pritesh sir for promptly recognising my child condition and helping her get better within few days..,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",ayushi das,Really good hosiptal. Extremely good doctors and staffs are cordial too.,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Vaddi Jyothi,"Staff, doctor and caring is very good. Very recommend hospital for children.",5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Lalithsai Aakanti,Doctors treatment is good . Behaviour of staff was very good . Satisfied with the service,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sai Sudha,Every thing is good such good telugu coordinator she gaid me a lot,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Meena reddy,Dr. Pritesh & Sister Rajamma is very good & coordinators are also good,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Mahesh Pallod,Good experienceHelpful n friendly staffConsultancy by Dr pritesh was amazing with brief n clear explanation .,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Krishna Bung,Shibani - was very helpful In getting the things cleared and following up with the staff to support patients,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sudheer Reddy,Dr Sanjay Srirampur was very good and taken care of my baby.,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Nadigottu Manasa,"All staff are very good,very caring. Nursing, floor coordinator allThank you rainbow",5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sabitha Yadugani,Good experienced doctors. Thank you Dr. Aniket.,5.0,Telangana 500029,3 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Mirza Hidayathulla baig,"Excellent and good experienceExcellent consultants and nice hospitality, good service by nursing and other departments,Overall goodThank you everyone",5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Thota Swarnalatha,Dr. Stay Kiran ENT was very good  treating  children..,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",SRI KANTH POWER STAR,Very nice and we are Very happy for opening himayatnagar branch... Thank you rainbow,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Shwetha Reddy,Had a pleasant experience with staff and the doctors are very experienced .,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Ramakrishna Madari,Rainbow opened new branch in Himayatnagar and it's very good atmosphere and hospitality also very good,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Praveen Kumar,Very welcoming Staff. Top notch experience end to end. Highly recommended 👍,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",rachuri santosh,Dr sindhura madam is best in rainbow hospital...,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Srikanth Goud,It's a very good hospital and good consultants,5.0,Telangana 500029,5 days ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Syeda Hajira,Excellent patient parent reassurance. Satisfactory consultation.,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Hrullekha Sarma,Hospital staff is very polite and doctors are also very good,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Vamsi Gatta,Very good and excellent staff they are very caring and helpful to us,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Fahad Bin Yesrab,Best DoctorsQuality serviceAmazing ambiance,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",riya gaddi,Love the staff and the doctor here great experience,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Farheen Sattar,It's very good hospital drs are very good,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",vaibhav veluri,Best hospitality and the most experienced doctors.,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Dinesh k Singh,Very good experience with doctors and staff.,5.0,Telangana 500029,3 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",vasulu.k vasulu,Doctor treatment was GoodService was good,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Ekta Agarwal,It was a great experience with doctor mukta.,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",brahma chary,Good services and good doctors.,5.0,Telangana 500029,a week ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Samreen Fatima,Such a good doctor and coordinator,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Padmini Yogender,We were satisfied with the timely treatment.,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Iffath moin Qureshi,Every doctor and coordinator was good,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Amarnath Marelle,Overcharged and insurance billing department is worst.,1.0,Telangana 500029,2 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Vyshnavi Pulgari,Rainbow Children’s Hospital is the best Children’s Hospital in Himayatnagar,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",G Rajesh,Very nice and treatment is excellent,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Nikita Bhangadia,Excellent service and medication by doctor,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",shilpa agar sap,The billing was wrongly done by Satyajit,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sandip Nanda,Good services by all departments,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Madhusudhan Natha,Satisfied with doctors and staff,5.0,Telangana 500029,a week ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",krishna jha,Dr. Is good and employees also good,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",rohit varma,Very good,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",marelle amarnath,Overcharged and insurance billing department is worst.,1.0,Telangana 500029,2 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Arti Reddy,Best hospital for child and women.,5.0,Telangana 500029,5 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Deblina Dasgupta,Best hospital for pediatrics.,5.0,Telangana 500029,5 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Raghav,Very good caring and service,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",bhavani bussa,Very good hospital,5.0,Telangana 500029,3 weeks ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Srikanth,Good reception by staff,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",B Shiva,Very good,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",snaha gurrela,Nice staff and doctors,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",shrest basket pvt ltd,Good,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Akash Sikchi,Everything was perfect !!,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",sharonrose bushapaga,Excellent,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",boda sunita,Satisfied with the service,5.0,Telangana 500029,a month ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Tanmay Mandal,Good Hospital for children,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",swadesh mandeliya,Good doctor,5.0,Telangana 500029,2 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",DHARAVATH Naresh,Everything is okay,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Harika Reddy,Good hospitality,5.0,Telangana 500029,3 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Sandeep M,Excellent...,5.0,Telangana 500029,5 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Nitin Srimaurya,Charges here are ridiculous! I came for a revisit for small dressing for an injury of my daughter and 1200 was charged!!!  They just had to clean the wound and put a band aid!,2.0,Telangana 500029,2 hours ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Bhavani Bhavani,The hospital has good staff and excellent doctors.Over good experience in Rainbow Children Hospital.,5.0,Telangana 500029,8 hours ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Mohaammad Farooque Hussain,My friend baby boy has complications during birth but thanks to Doctors and the team of Rainbow hospital himayatnagar for giving best treatment. Now the baby is good in health.Thank you all.,5.0,Telangana 500029,11 hours ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Mekala Anand,Hospital environment is good.Doctors are excellent. Over all good experience with the service.,5.0,Telangana 500029,11 hours ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",MOHAMMAD JAVEED,Best hospital for Childrens. Good ambience.,5.0,Telangana 500029,11 hours ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Salman.md123 Salmam.md123,Visited hospital for my child nice doctors and good hospital services.Thank you team rainbow,5.0,Telangana 500029,12 hours ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Deepa Chikky,"One of the best children's hospital in Telangana. Doctors are extremely qualified and most of all hospital staff is good,polite and has a fast service.Thank you all.",5.0,Telangana 500029,12 hours ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",nag venkat,everthong is good including staff and doctors,5.0,Telangana 500029,a day ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",jakkula ramesh,Dr.pretish nagaExcellent service,5.0,Telangana 500029,4 months ago
"Rainbow Childrens Hospital & BirthRight - Himayat Nagar, Hyderabad, Best Maternity Hospital",Pandu Ramavth,Manchiga chusaru andharu,5.0,Telangana 500029,3 months ago
Web results,Shiva N,"Doctor Srinivas Tadaraju is good. But nurses/junior doctors dont follow what Consultant is suggested. we have to continuously poke the nurses to give medication during the stay in hospital.For In Patients, there is no access to doctor, you can talk to him only during the rounds once in a day. Junior doctors/duty nurses will not call Doctor even if there is an emergency. MOD also will not take these kind of compliants seriously.All the charges are high due to the brand it has.  Neverthless doctor is good and management is pathetic.",1.0,Telangana 500070,4 months ago
Web results,Veera Babu,Dr Suresh Kumar panda is the worst doctor I have seen. He is creating money for management. He is writing  unnecessary tests if the children are in good stable condition also. The fee was 800/- but he did not  examine the patient even one minute also.,1.0,Telangana 500070,3 months ago
Web results,Nuthan Reddy,They prescribed grade d  medicine gentamicin (which cause fetal defects).The duty doctors and nurses don't know / do anything.They got us admitted for a week and couldn't even diagnose the problem.,1.0,Telangana 500070,2 months ago
Web results,Vamshidhar Reddy,This rating and review is for Dr. Satyanarayana Kavali. Don't consult this doctor.He speaks very rude to children parents. Doctor should be the one who should listen to concerns of patients or in my case parents or attenders and respond with patience.  He speaks as if parents doesn't care of there child which he don't know and should mind the tone and think before speaking.He damn cares to the concerns of parents and just walks away without listening to them. Worst doctor I have spoke with.,1.0,Telangana 500070,7 months ago
Web results,bharat K,Very very bad experience . They are only interested in collecting the OP bill before talking. Duty doctors won't talk and doesnt  have any knowledge to suggest anything without sending the pics to senior doctor. We went there for a cut wound around 9pm still they could not treat it without consulting senior doctor and says to visit next day morning when senior doctor comes. They says the stictching will cost 25K but we got it done within 2k at a near by nursing home by a surgeon during the same night. Inspite of not getting any treatment from Rainbow we had to pay 1150 for OP bill. Never ever visit such hospitals where they misguide us and only interested to collect bill than the right treatment.,1.0,Telangana 500070,11 months ago
Web results,A F C CREATIONS,"bad behaviour, unworthy doctor. yesterday night around 11 o clock I took my child to this hospital as his stomach was upset. Receptionist sent me to the doctor room. after explaining that since two days my child is suffering from loose motions, doctor immediately suggested to take a urine test. She did not touch my son, did not even check the pulse or temperature. When I asked if she would like to check anything before urine test, she then asked me to take the OP. I just cam out from the hospital",1.0,Telangana 500070,a year ago
Web results,Kavya .K,Worst hospital....only interested in earning money..... Staff nurses don't know how to handle newborns and are very rude.... They do unnecessary tests and give unnecessary medications..... Each visit costed me rs. 5000/- ..... They charge consultation fee of rs. 900/- even if we visit hospital in the same week for review....,1.0,Telangana 500070,9 months ago
Web results,Nagaraju Amrabad,Very famous and specialised hospital for baby care and women health related hospital.We have visited many times as our family doctors are here.Dr Vijayalakshmi and Dr Sathyanarayana are very nice and generous humans. They serve their profession with dedication.Parking inside the place.Accept all insurances and price is high compared to general hospitals.,5.0,Telangana 500070,a year ago
Web results,Sathi Reddy,Thanks to dr.shamala madam we r great to you .life is actually simple unless we complicate it and it seems the dame to be applicable when pregnancy and delivery  i. My wife dana lakshmi .after consulting and had ur appointment we r rather bothered about her for us ur great dr in handling her,5.0,Telangana 500070,a year ago
